Reviewer_Location,American,Review_Text,Prompt,Simplified
United Kingdom,0,We visited on Monday only to find 2 of the main rides closed (space mountain and the runaway train) We were only advised of this after we purchased our tickets Considering the park is so small this led to a very disappointing dayThere were no details of this on the website and no ticket reduction offeredIf we had been made aware of the closures we could have arrange an alternative date when I'm sure would have fully enjoyed the Disney experience despite it being a small park.,"Simplify ""We visited on Monday only to find 2 of the main rides closed (space mountain and the runaway train) We were only advised of this after we purchased our tickets Considering the park is so small this led to a very disappointing dayThere were no details of this on the website and no ticket reduction offeredIf we had been made aware of the closures we could have arrange an alternative date when I'm sure would have fully enjoyed the Disney experience despite it being a small park.""","""We were disappointed when we found out two main rides were closed after buying tickets and were not informed beforehand. The park was small and it made for a disappointing day. There was no mention of the closures on the website and no compensation offered."""
United Kingdom,0,"I've visited the Orlando, Anaheim and Paris Disneyland and out of all them this is definitely the most relaxed and most enjoyable day I've had. There isn't as many rides as the other parks and the castle in no way lives up to the others but this didn't matter. There weren't massive crowds of tourists and lines were no longer than 10 minutes so the actual experience of walking around was very chilled, none of the stress you get from other Disney parks. This park is only 10 years old so the rides are still new and shiny compared to the dated ones you get in Orlando. The shows are good, could do with more English subtitles but this didn't matter too much as the acting and singing was in English, definitely see the festival of the lion king. The paint the night parade was also good, one of my favourite parts of the park was how much Disney Pixar I saw about and more of the old classic films and princesses. Definitely worth a visit! ","Simplify ""I've visited the Orlando, Anaheim and Paris Disneyland and out of all them this is definitely the most relaxed and most enjoyable day I've had. There isn't as many rides as the other parks and the castle in no way lives up to the others but this didn't matter. There weren't massive crowds of tourists and lines were no longer than 10 minutes so the actual experience of walking around was very chilled, none of the stress you get from other Disney parks. This park is only 10 years old so the rides are still new and shiny compared to the dated ones you get in Orlando. The shows are good, could do with more English subtitles but this didn't matter too much as the acting and singing was in English, definitely see the festival of the lion king. The paint the night parade was also good, one of my favourite parts of the park was how much Disney Pixar I saw about and more of the old classic films and princesses. Definitely worth a visit! ""","The person had a relaxed and enjoyable day at a Disneyland park that is less crowded and has shorter lines than other Disney parks. The park is relatively new and the rides are newer and better maintained than those at other parks. The shows are good, but could have more English subtitles. The person recommends seeing the ""Festival of the Lion King"" show and the ""Paint the Night"" parade, and notes the presence of Disney Pixar and classic films and princesses in the park. The person suggests visiting the park."
United Kingdom,0,"Visited here recently. Very enjoyable ,although not a patch on Florida ,it's small in comparison,but packed with just as much fun ,reached only by their own Disney train,magical !! Not so busy as Florida either so enjoyable to walk around without being rushed ,Minnie and Mickey were very much in demand as usual ,fun for all the family","Simplify ""Visited here recently. Very enjoyable ,although not a patch on Florida ,it's small in comparison,but packed with just as much fun ,reached only by their own Disney train,magical !! Not so busy as Florida either so enjoyable to walk around without being rushed ,Minnie and Mickey were very much in demand as usual ,fun for all the family""","I recently visited and had a great time, although it's not as big as Florida. It's packed with fun and unique, reached only by its own Disney train. It's not as crowded as Florida, so it's nice to walk around without feeling rushed. Minnie and Mickey were popular as always, making it fun for the whole family."
United Kingdom,0,"I would say this is the smallest of the Disneylands. It didn't help me that when we arrived, it was hammering it down. The castle was pretty small... but maybe that's just me. There's no Pirates of the Caribbean ride, which is a shame, but otherwise the rides are a lot of fun. If you go looking for the Disney themed dim sum, I'm pretty sure you have to be staying at the main hotel to get it.","Simplify ""I would say this is the smallest of the Disneylands. It didn't help me that when we arrived, it was hammering it down. The castle was pretty small... but maybe that's just me. There's no Pirates of the Caribbean ride, which is a shame, but otherwise the rides are a lot of fun. If you go looking for the Disney themed dim sum, I'm pretty sure you have to be staying at the main hotel to get it.""","Disneyland Hong Kong is the smallest of the Disneylands and has a small castle. There is no Pirates of the Caribbean ride, but other rides are enjoyable. To find Disney-themed dim sum, you must stay at the main hotel. It was raining when the speaker arrived."
United Kingdom,0,Having been to Disneyworld in Orlando wanted to compare it with Disneyland Hong Kong. Pleasently surprised if on a smaller scale. Lots of rides and shows on offer. Well laid out park. Reasonable eating places. Great parades and the firework display is worth staying to the end for. Easily reached by MRT as got it's own MRT station.,"Simplify ""Having been to Disneyworld in Orlando wanted to compare it with Disneyland Hong Kong. Pleasently surprised if on a smaller scale. Lots of rides and shows on offer. Well laid out park. Reasonable eating places. Great parades and the firework display is worth staying to the end for. Easily reached by MRT as got it's own MRT station.""","I compared Disneyworld in Orlando with Disneyland Hong Kong and was pleasantly surprised to find that Hong Kong Disneyland is smaller but still offers many rides, shows, and well-laid out park. There are also reasonable eating places and great parades, and the firework display is worth staying to see. It is easily reached by taking the MRT with its own station."
United Kingdom,0,"I believe these days Disneyland is much quieter especially as they're currently building one in Shanghai. To be honest I'm glad, the longest we had to wait for a ride or attraction (apart from meeting Mickey Mouse) was 20 mins.It's well connected to Knowloon and Central with the MTR connection at Sandy Bay, and really cheap too. About   2.50 one way. There's a short walk from the station to the main gate. I recommend buying your tickets online in advance, we were able to walk right up to the turnstiles without queuing up for tickets and go straight through. Sleeping Beauty's castle is much smaller than I expected, I don't know what the other parks are like but I kind of hoped you could go in.There's lots of restaurants and plenty of choices for food western or Chinese again for a reasonable price. I was a bit disappointed with the  haunted house  nothing more than loud noises and fast motion. You get put in a car and shoved around in all directions. I went with my one year old and three year old they loved it! There wasn't too many over 4ft rides they both loved the it's a small world ride. The park is the right size for young children and you only need a day there. We didn't stay for the fireworks but still had a fantastic day filled with lots of memories.","Simplify ""I believe these days Disneyland is much quieter especially as they're currently building one in Shanghai. To be honest I'm glad, the longest we had to wait for a ride or attraction (apart from meeting Mickey Mouse) was 20 mins.It's well connected to Knowloon and Central with the MTR connection at Sandy Bay, and really cheap too. About   2.50 one way. There's a short walk from the station to the main gate. I recommend buying your tickets online in advance, we were able to walk right up to the turnstiles without queuing up for tickets and go straight through. Sleeping Beauty's castle is much smaller than I expected, I don't know what the other parks are like but I kind of hoped you could go in.There's lots of restaurants and plenty of choices for food western or Chinese again for a reasonable price. I was a bit disappointed with the  haunted house  nothing more than loud noises and fast motion. You get put in a car and shoved around in all directions. I went with my one year old and three year old they loved it! There wasn't too many over 4ft rides they both loved the it's a small world ride. The park is the right size for young children and you only need a day there. We didn't stay for the fireworks but still had a fantastic day filled with lots of memories.""","Disneyland in Shanghai is currently quieter due to construction, and it's conveniently located and affordable. The author recommends buying tickets online in advance and notes that the park is small and well-suited for young children, but the haunted house is underwhelming. They had a good experience overall, but didn't stay for the fireworks."
United Kingdom,0,"Disneyland Hong Kong.My husband and I visited Disney on a Sunday; the whole of Hong Kong must have been there. Starting with the Disney Mtr, there where queues.The Disney touch started on the MTR with Mickey shaped windows and brass effect Disney characters in glass domes. You need to get there early to avoid the queues. You get your bags searched on your way in, though you can bring a bottle of water in with you, and there are water fountains to refill your bottle. You can pick up park maps upon entrance in Main Street. Upon entrance to the Park it is set out just like the one in Florida, Main Street USA which has the street of old fashioned looking shop fronts, selling Disney goods. A short walk along the street and you see the Sleeping Beauty Castle and the road leading to the different lands. The park has all the old favourites, Small World, Space Mountain, Mad Hatters Teapots etc.The new land Grizzly Gulch has just opened, its very small but has a good ride called Big Grizzly Mountain Runaway Mine Cars, which when we got there didn   t have a queue and we got on straight away, and we enjoyed the ride. We also enjoyed the jungle river cruise in Adventureland, and make sure you don   t miss Mickey   s Phihamagic the 3d adventure.Check the guide to find out the time of the parades and if you are not planning on watching all of it, make sure you are not around the route of the parade because you cannot get through the path way until it has passed. Don   t forget to use the fast track feature of your tickets; this will enable you to enjoy some of the rides without having to spend all of your time in a queue. There are quite a few places to eat at the park and we found the prices ok. I have read many review of the Park before we came saying about people pushing in front in the queues, but we didn   t find it a problem in Disney. You can get around this park in a day, but probably best not to go at the weekend. We found that the park was very busy with families and couples of many ages.Did I enjoy the park, yes, am I a Disney fan yes.","Simplify ""Disneyland Hong Kong.My husband and I visited Disney on a Sunday; the whole of Hong Kong must have been there. Starting with the Disney Mtr, there where queues.The Disney touch started on the MTR with Mickey shaped windows and brass effect Disney characters in glass domes. You need to get there early to avoid the queues. You get your bags searched on your way in, though you can bring a bottle of water in with you, and there are water fountains to refill your bottle. You can pick up park maps upon entrance in Main Street. Upon entrance to the Park it is set out just like the one in Florida, Main Street USA which has the street of old fashioned looking shop fronts, selling Disney goods. A short walk along the street and you see the Sleeping Beauty Castle and the road leading to the different lands. The park has all the old favourites, Small World, Space Mountain, Mad Hatters Teapots etc.The new land Grizzly Gulch has just opened, its very small but has a good ride called Big Grizzly Mountain Runaway Mine Cars, which when we got there didn   t have a queue and we got on straight away, and we enjoyed the ride. We also enjoyed the jungle river cruise in Adventureland, and make sure you don   t miss Mickey   s Phihamagic the 3d adventure.Check the guide to find out the time of the parades and if you are not planning on watching all of it, make sure you are not around the route of the parade because you cannot get through the path way until it has passed. Don   t forget to use the fast track feature of your tickets; this will enable you to enjoy some of the rides without having to spend all of your time in a queue. There are quite a few places to eat at the park and we found the prices ok. I have read many review of the Park before we came saying about people pushing in front in the queues, but we didn   t find it a problem in Disney. You can get around this park in a day, but probably best not to go at the weekend. We found that the park was very busy with families and couples of many ages.Did I enjoy the park, yes, am I a Disney fan yes.""","My husband and I visited Disneyland Hong Kong on a Sunday and found it to be very crowded. We arrived early to avoid long queues, but still had to wait in line for some rides. The park is set up like the one in Florida, with Main Street USA and different lands. We enjoyed the new ride in Grizzly Gulch, the jungle river cruise in Adventureland, and Mickey's Phihamagic 3D adventure. We recommend checking the schedule for parades and using the fast track feature of your tickets to avoid long lines. Overall, we enjoyed the park but would recommend avoiding weekends as it can be very busy."
United Kingdom,0,"Upon boarding the MTR train to Disneyland you are attracted to the specialised Disney themed train which only has one stop so there is no possibility of getting lost.It was a poor copy of Disneyworld, the street shows were overcrowded and young children could not see the performances properly. There were too many mainland tourists which made the visit even more difficult.The food was overpriced (expected) but more than double from outside was a bit steep. They did not allow food drink from outside.Anyone thinking of going should be warned there even weekdays there are many school group visits, it took us over an hour to get in on a weekday","Simplify ""Upon boarding the MTR train to Disneyland you are attracted to the specialised Disney themed train which only has one stop so there is no possibility of getting lost.It was a poor copy of Disneyworld, the street shows were overcrowded and young children could not see the performances properly. There were too many mainland tourists which made the visit even more difficult.The food was overpriced (expected) but more than double from outside was a bit steep. They did not allow food drink from outside.Anyone thinking of going should be warned there even weekdays there are many school group visits, it took us over an hour to get in on a weekday""","The Disney-themed MTR train to Disneyland had only one stop, but the park itself was crowded and overpriced. There were many mainland tourists and school groups, making it difficult to enjoy the experience. The food prices were high and outside food and drinks were not allowed. It may be best to visit on a non-weekday to avoid the crowds."
United Kingdom,0,"First time I've been to Disneyland, so I have no benchmark for comparison. Smaller than I expected, but big enough to fill a full day for two adults. Lots of fun to be had, though some of the rides are aimed at children, so don't be disappointed if you're too big to fit on them. The Disney train was very cool, and had a real air of excitement...Join Mickey and Minnie for the day and enjoy :)","Simplify ""First time I've been to Disneyland, so I have no benchmark for comparison. Smaller than I expected, but big enough to fill a full day for two adults. Lots of fun to be had, though some of the rides are aimed at children, so don't be disappointed if you're too big to fit on them. The Disney train was very cool, and had a real air of excitement...Join Mickey and Minnie for the day and enjoy :)""","Disneyland is smaller than expected but offers a full day of fun for adults. Some rides are geared towards children, but the Disney train is exciting. Have fun with Mickey and Minnie."
United Kingdom,0,"A great day out with the family. I   ve now been to all the Disney parks and there is no need for multiple days at this one. As usual, the park is clean, service is great, the rides are fun, and the cheers from your kids will make it worth every penny. If your in the area and have your kids, you   ve got to go.","Simplify ""A great day out with the family. I   ve now been to all the Disney parks and there is no need for multiple days at this one. As usual, the park is clean, service is great, the rides are fun, and the cheers from your kids will make it worth every penny. If your in the area and have your kids, you   ve got to go.""","""Disney park is a great one-day family outing with clean facilities, good service, fun rides, and kids' excitement. Highly recommended if you're nearby."""
United Kingdom,0,spotless very clean and lots of fun not as big or as good as the states but was still a fantastic representation of the real thing need more white knuckle rides tho but all the kids loved it.,"Simplify ""spotless very clean and lots of fun not as big or as good as the states but was still a fantastic representation of the real thing need more white knuckle rides tho but all the kids loved it.""","""The amusement park was clean and fun, not as big or good as the ones in the US, but still a great representation. It could use more thrilling rides, but all the kids enjoyed it."""
United Kingdom,0,After massive cues rides and restaurant were really good.  Small and manageable to navigate This Disney was perfect for a day.,"Simplify ""After massive cues rides and restaurant were really good.  Small and manageable to navigate This Disney was perfect for a day.""","""This Disney was perfect for a day, with great rides and restaurants and easy navigation."""
United Kingdom,0,"Before we went we done our research and everything on the internet is correct, apart from the size, you can go around the park in under 2 3 hours. Just as well our oldest child was 4 years old, so it would of looked very large to him. Disneyland Orlando is still the best,Even the train to the theme park is a Mickey Mouse train, great entrance !!!!!","Simplify ""Before we went we done our research and everything on the internet is correct, apart from the size, you can go around the park in under 2 3 hours. Just as well our oldest child was 4 years old, so it would of looked very large to him. Disneyland Orlando is still the best,Even the train to the theme park is a Mickey Mouse train, great entrance !!!!!""","""We researched and found that Disneyland Orlando is the best, but the internet was incorrect about the size. It can be visited in under 2-3 hours. Our 4-year-old child would have found it too large. The train to the park is also designed like a Mickey Mouse train and the entrance is great."""
United Kingdom,0,"Awesome Place, kids and adults will definitely enjoy this place, Very busy place, the q's are long but worth it especially the theatres, the Mickey 3D, everything is fantastic, all the Disney characters are just Perfect. 2 days pass is not enough. Will definitely coming back here.","Simplify ""Awesome Place, kids and adults will definitely enjoy this place, Very busy place, the q's are long but worth it especially the theatres, the Mickey 3D, everything is fantastic, all the Disney characters are just Perfect. 2 days pass is not enough. Will definitely coming back here.""","This is an awesome place for both kids and adults with lots to do, including great theatres and character interactions. The lines can be long, but it's worth the wait. A two-day pass may not be enough to fully experience it, and I would definitely want to come back."
United Kingdom,0,I have visited many Disney lands over the world and I have now been to the hong kong Disney Land. While this park is smaller. It has a very good feel. The rides here and aimed more for the younger children but the themes you can see while walking around are pretty and clean. The only dissapointment I have about this park is the castle. It is very very small compared to other parks and I just think it would be nice to upgrade this to a castle seen at other parks. Overall the day here was good and fun ,"Simplify ""I have visited many Disney lands over the world and I have now been to the hong kong Disney Land. While this park is smaller. It has a very good feel. The rides here and aimed more for the younger children but the themes you can see while walking around are pretty and clean. The only dissapointment I have about this park is the castle. It is very very small compared to other parks and I just think it would be nice to upgrade this to a castle seen at other parks. Overall the day here was good and fun ""","I have been to many Disneylands, including Hong Kong's which is smaller but has a nice atmosphere. The rides are geared towards younger children and the themes are pretty and clean. The only downside is the small castle. Overall, I had a good and fun day."
United Kingdom,0,"Visited with family on a quiet day luckilyJust wish they would cater more for the disabled. I am registered blind and do not use any rides, however you can only have a disabled ticket and price of 100 hk dollars if you are a resident otherwise it's full priceSo it makes it very expensive day for me just to get pushed round. Luckily it wasn't too busy as this Disney doesn't do the fast pass entry for those with disabled guests either like Shanghai one does. I had to queue in the line with my daughter and son in law or they had to leave me in the wheelchair before entering line, which can be is uncomfortable when you have very little vision Most staff seem friendly, Overall good but could do better for people with disabilities ","Simplify ""Visited with family on a quiet day luckilyJust wish they would cater more for the disabled. I am registered blind and do not use any rides, however you can only have a disabled ticket and price of 100 hk dollars if you are a resident otherwise it's full priceSo it makes it very expensive day for me just to get pushed round. Luckily it wasn't too busy as this Disney doesn't do the fast pass entry for those with disabled guests either like Shanghai one does. I had to queue in the line with my daughter and son in law or they had to leave me in the wheelchair before entering line, which can be is uncomfortable when you have very little vision Most staff seem friendly, Overall good but could do better for people with disabilities ""","The person visited Disney with their family on a quiet day and had a good experience, but wishes the park had better accommodations for people with disabilities. They mention that they are registered blind and do not use rides, but the only way to get a discounted ticket is to be a resident, making it expensive for them. They also mention that this Disney does not have a fast pass option for disabled guests like the one in Shanghai does and they had to queue in the line with their daughter and son in law or be left in a wheelchair, which can be uncomfortable for those with little vision. They also note that most of the staff seemed friendly, but overall the park could do better for people with disabilities."
United Kingdom,0,"We went to Hong Kong Disneyland in our visit to Hong Kong.The park is quite small comparing to the Tokyo Disneyland.The park is very organised and well signalised they always have announcements in English and not only in Chinese.We got to the park at 10am and we haven   t booked before but the queue was not so bad and we managed to go to the principal attractions, watch two parades and watch the fireworks.","Simplify ""We went to Hong Kong Disneyland in our visit to Hong Kong.The park is quite small comparing to the Tokyo Disneyland.The park is very organised and well signalised they always have announcements in English and not only in Chinese.We got to the park at 10am and we haven   t booked before but the queue was not so bad and we managed to go to the principal attractions, watch two parades and watch the fireworks.""","""We visited Hong Kong Disneyland during our trip to Hong Kong. The park is smaller compared to Tokyo Disneyland, but it is well-organized and has clear signage. They also make announcements in English and Chinese. We arrived at 10am without a reservation and the lines were not too long, we were able to go on the main attractions, see two parades, and watch the fireworks."""
United Kingdom,0,"If you have some spare time then Disney is worth a visit, but overall I would say Ocean Park is much stronger. There is a much greater variety of things to do at Ocean Park.That said, I very much enjoyed the mine roller coaster at Disney   very fun! The Philarmagic (I think that is what it is called) was very fun too!I would say the food available is lacking and would recommend taking a few picnic sandwiches with you.","Simplify ""If you have some spare time then Disney is worth a visit, but overall I would say Ocean Park is much stronger. There is a much greater variety of things to do at Ocean Park.That said, I very much enjoyed the mine roller coaster at Disney   very fun! The Philarmagic (I think that is what it is called) was very fun too!I would say the food available is lacking and would recommend taking a few picnic sandwiches with you.""","I would recommend visiting Ocean Park over Disney because it has more variety of activities. However, the mine roller coaster and Philharmagic at Disney were enjoyable. Bring your own food because the options available at Disney are not great."
United Kingdom,0,Visited this Disney land when it first originally open and again when I returned to Hong Kong. Really lovely themes but it was small compared to other Disney theme parks. Also very small compared to Ocean Park which is the better of the two in Hong Kong.,"Simplify ""Visited this Disney land when it first originally open and again when I returned to Hong Kong. Really lovely themes but it was small compared to other Disney theme parks. Also very small compared to Ocean Park which is the better of the two in Hong Kong.""","I visited Hong Kong Disneyland when it first opened and again later. The themes were nice but it was smaller than other Disney parks. It was also smaller than Ocean Park, which is the better of the two theme parks in Hong Kong."
United Kingdom,0,"I enjoyed Tokyo Disney Sea and Tokyo Disneyland much more than in Hong Kong. The food in the Flavours of the Orient restaurant however, was outstanding and the best I've had in any theme park ever!The rides were enjoyable and as it was a Tuesday, there was not a large crowd. All in all, it was nice and there were the usual Disney things to see and do, however it was just a little bland.","Simplify ""I enjoyed Tokyo Disney Sea and Tokyo Disneyland much more than in Hong Kong. The food in the Flavours of the Orient restaurant however, was outstanding and the best I've had in any theme park ever!The rides were enjoyable and as it was a Tuesday, there was not a large crowd. All in all, it was nice and there were the usual Disney things to see and do, however it was just a little bland.""","""I liked Tokyo Disney Sea and Tokyo Disneyland better than in Hong Kong. The food in the Flavours of the Orient restaurant was excellent. The rides were fun and it wasn't too crowded on a Tuesday. Overall, it was nice, but a bit average compared to other Disney parks."""
United Kingdom,0,"We first visited this hotel 2 years ago. Once again we had a wonderful holiday, with the hotel exceeding itself.Stayed Concierge level, which was well worth the extra cost. We received fast passes for every day plus daily priority entry to the first Storybook show (which was wonderful, albeit slightly weird with Goofy, Mickey and Olaf talking in Chinese, with songs being sung in English).Breakfast was plentiful, as was the evening food. The free wine and beer each evening was very welcome and relaxing after a day exploring or visiting the park. Having Mickey, Minnie or Daisy duck visit the lounge in their pyjamas each evening was quant and something I wish Disneyworld did. Both children and adults got into the swing of things and turned up in their PJs!Was able to explore the 2 other hotels, and if we wanted to could use their facilities. The only negative was a lack of a restaurant bar at the pool. Having to order room service which took an hour was not ideal. There was a jug of water by the pool   s entrance, but sometimes water will not do, so we ended up getting dried and dressed a few times and going to the lounge just to have a cup of tea. For some reason none of the 3 hotels appeared to have food facilities at the pool     something I have not encountered before.Tip     by the annual pass for the park     we did and got a good reduction in room prices, discount at park restaurants and on shopping     well worth the money and the tickets are dirt cheap compared the Disneyworld!Can   t wait to visit again, hopefully in a year or two.","Simplify ""We first visited this hotel 2 years ago. Once again we had a wonderful holiday, with the hotel exceeding itself.Stayed Concierge level, which was well worth the extra cost. We received fast passes for every day plus daily priority entry to the first Storybook show (which was wonderful, albeit slightly weird with Goofy, Mickey and Olaf talking in Chinese, with songs being sung in English).Breakfast was plentiful, as was the evening food. The free wine and beer each evening was very welcome and relaxing after a day exploring or visiting the park. Having Mickey, Minnie or Daisy duck visit the lounge in their pyjamas each evening was quant and something I wish Disneyworld did. Both children and adults got into the swing of things and turned up in their PJs!Was able to explore the 2 other hotels, and if we wanted to could use their facilities. The only negative was a lack of a restaurant bar at the pool. Having to order room service which took an hour was not ideal. There was a jug of water by the pool   s entrance, but sometimes water will not do, so we ended up getting dried and dressed a few times and going to the lounge just to have a cup of tea. For some reason none of the 3 hotels appeared to have food facilities at the pool     something I have not encountered before.Tip     by the annual pass for the park     we did and got a good reduction in room prices, discount at park restaurants and on shopping     well worth the money and the tickets are dirt cheap compared the Disneyworld!Can   t wait to visit again, hopefully in a year or two.""","We had a great holiday at a hotel we first visited 2 years ago. We stayed in the Concierge level, which was worth the extra cost. We received fast passes and priority entry to a show. The breakfast and evening food were good, and we appreciated the free wine and beer in the evening. It was fun to have Mickey, Minnie, and Daisy visit the lounge in their pyjamas each evening. We also got to explore the facilities of two other hotels. The only downside was the lack of a restaurant or bar at the pool, which made ordering room service our only option. We recommend getting an annual pass for the park, as it offers good discounts on room prices, food, and shopping. We can't wait to visit again in a few years."
United Kingdom,0,"Hong Kong Disneyland is indeed very small, but absolutley gorgeous. The park is so clean! My wife and I visited on November 22nd 2005 and had truly magical day.Getting to the park is so simple and the Disney train with its Mickey Mouse shaped windows is superb.A few of the rides have fastpasses, but as the park is quite empty (11,000 the day we visited), you really don't have to queue for much. You can easily see and do everything in the park in a day at a quite leasurely pace.The 'Tarzan' treehouse gives a fantastic view of the park and its surroundings, the surrounding mountain create a beautiful backdrop.Space Mountain is very much like the EuroDisney version and we only queued for 10 mins to get on. The Golden Mickeys is excellent but allow a good 45 mins before the show time to make sure you get in. The shops are very good but due to the size of the park they do not offer as much range as the bigger parks.The staff were very helpful and the food was fantastic. We were escorted to a table and even shown how to use the chopsticks! The Fireworks at the end of the day are the best we have seen at any Disney.Reading some of the negative comments we were very anxious about going but were really surprised at how lovely the park is. 57% of the park is owned by the Hong Kong government which means there is a very 'Chinese' feel about Hong Kong Disneyland. There are plans to expand the park in the future but it is definitely worth a visit.","Simplify ""Hong Kong Disneyland is indeed very small, but absolutley gorgeous. The park is so clean! My wife and I visited on November 22nd 2005 and had truly magical day.Getting to the park is so simple and the Disney train with its Mickey Mouse shaped windows is superb.A few of the rides have fastpasses, but as the park is quite empty (11,000 the day we visited), you really don't have to queue for much. You can easily see and do everything in the park in a day at a quite leasurely pace.The 'Tarzan' treehouse gives a fantastic view of the park and its surroundings, the surrounding mountain create a beautiful backdrop.Space Mountain is very much like the EuroDisney version and we only queued for 10 mins to get on. The Golden Mickeys is excellent but allow a good 45 mins before the show time to make sure you get in. The shops are very good but due to the size of the park they do not offer as much range as the bigger parks.The staff were very helpful and the food was fantastic. We were escorted to a table and even shown how to use the chopsticks! The Fireworks at the end of the day are the best we have seen at any Disney.Reading some of the negative comments we were very anxious about going but were really surprised at how lovely the park is. 57% of the park is owned by the Hong Kong government which means there is a very 'Chinese' feel about Hong Kong Disneyland. There are plans to expand the park in the future but it is definitely worth a visit.""","Hong Kong Disneyland is small but beautiful, with clean facilities and a simple transportation system. The park was mostly empty on the day of the writer's visit and they were able to see and do everything at a leisurely pace. Some rides have fastpasses and the park staff and food were excellent. The Tarzan treehouse offers a great view and Space Mountain is similar to EuroDisney. The Golden Mickeys show is good but the shops don't offer as much variety as larger parks. The park has a Chinese feel due to its ownership by the Hong Kong government and there are plans to expand it in the future. The writer recommends visiting despite some negative comments they had read before going."
United Kingdom,0,"Usual Disney standards but recommend going at halloween. Atmosphere just right, not too scary for the kids but brilliant if you want a fright or two.","Simplify ""Usual Disney standards but recommend going at halloween. Atmosphere just right, not too scary for the kids but brilliant if you want a fright or two.""","""Disney is good, but better to visit during Halloween for the perfect atmosphere."""
United Kingdom,0,Disneyland Hongkong is great for Kids (or Big Kids) but it lacks the roller coasters of other Disneylands that keep the adults entertained.  The Lion King show is a definate highlight.,"Simplify ""Disneyland Hongkong is great for Kids (or Big Kids) but it lacks the roller coasters of other Disneylands that keep the adults entertained.  The Lion King show is a definate highlight.""","""Disneyland Hong Kong is good for kids, but lacks adult entertainment. Lion King show is a standout."""
United Kingdom,0,"It was a magical experience, we had young children and they totally had so much fun. For the older children not too many things for them. The best time is at night when you get a more of a magical feel. Have too many photos, can't upload them all. ","Simplify ""It was a magical experience, we had young children and they totally had so much fun. For the older children not too many things for them. The best time is at night when you get a more of a magical feel. Have too many photos, can't upload them all. ""","""It was a magical experience with lots of fun for young children. Older children had fewer activities. Nighttime is best for the magical atmosphere. Too many photos to upload."""
United Kingdom,0,"Cost us around   60 each for a ticket, which we didn't think was bad value to get into a Disney park. First off I have to say we have been lucky enough to visit Orlando Disney on many occasions so we found it difficult to not compare the two parks. We found staff to be lovely whenever we encountered them, no issues at all. The park was clean. We went to the Iron Man experience and have to be honest we all found it a little disappointing, it was a nice ride but think we expected more from it. We rode the Toy. Story space rangers ride which was the same a Orlando but it kept stopping   not sure if it was a technical issue but did detract from the ride a little. Witnessed some inconsiderate behaviour in the queues   people coming out the queues then literally shoving past people to get back in. We queued for a while to ride the Jungle River Rapids, we weren't overly impressed with this ride (although the staff worked hard to make it fun). We then went to Toy Story Land and rode the Racing Car ride   waited for 1 2 hour but it was well worth it   great ride. It was a nice day out, the castle was very underwhelming compared to Orlando, the park in general was much smaller but it is a nice park and worth a visit. We went on the MTR which was very easy to find our way to Disney,","Simplify ""Cost us around   60 each for a ticket, which we didn't think was bad value to get into a Disney park. First off I have to say we have been lucky enough to visit Orlando Disney on many occasions so we found it difficult to not compare the two parks. We found staff to be lovely whenever we encountered them, no issues at all. The park was clean. We went to the Iron Man experience and have to be honest we all found it a little disappointing, it was a nice ride but think we expected more from it. We rode the Toy. Story space rangers ride which was the same a Orlando but it kept stopping   not sure if it was a technical issue but did detract from the ride a little. Witnessed some inconsiderate behaviour in the queues   people coming out the queues then literally shoving past people to get back in. We queued for a while to ride the Jungle River Rapids, we weren't overly impressed with this ride (although the staff worked hard to make it fun). We then went to Toy Story Land and rode the Racing Car ride   waited for 1 2 hour but it was well worth it   great ride. It was a nice day out, the castle was very underwhelming compared to Orlando, the park in general was much smaller but it is a nice park and worth a visit. We went on the MTR which was very easy to find our way to Disney,""","Disney park tickets cost around $60, which is considered good value. Staff was friendly and the park was clean. The Iron Man experience was disappointing, but the Toy Story ride was okay but had technical issues. Some guests were inconsiderate in the queues. The Jungle River Rapids ride was not impressive, but the staff tried to make it fun. The Racing Car ride in Toy Story Land was worth the 2-hour wait, but the castle was underwhelming compared to Orlando Disney. The park was small but still worth visiting. Getting to Disney via MTR was easy."
